route_id,service_id,trip_id,direction_id,trip_headsign,shape_id
1801,32,324155,1,Hillman,23164
1801,32,324156,1,Hillman,23164
1801,32,324158,1,Hillman,23164
1801,32,324159,1,Hillman,23164
1801,32,324161,1,Hillman,23164
1801,32,324162,1,Hillman,23164
1801,32,324163,1,Hillman,23164
1801,32,324164,1,Hillman,23164
1801,32,324165,1,Hillman,23164
1801,32,324166,1,Hillman,23164
1801,32,324167,1,Hillman,23164
1801,32,324168,1,Hillman,23164
1801,32,324169,1,Hillman,23164
1801,32,324170,1,Hillman,23164
1801,32,324171,1,Hillman,23164
1801,32,324172,1,Hillman,23164
1801,32,324173,1,Hillman,23164
1801,32,324174,1,Hillman,23164
1801,32,324175,1,Hillman,23164
1797,32,324176,1,East Rockingham,23165
1797,32,324177,1,East Rockingham,23165
1797,32,324178,1,East Rockingham,23165
1797,32,324179,1,East Rockingham,23165
1797,32,324180,1,East Rockingham,23165
1797,32,324181,1,East Rockingham,23165
1797,32,324182,1,East Rockingham,23165
1797,32,324183,1,East Rockingham,23165
1797,32,324184,1,East Rockingham,23165
1797,32,324185,1,East Rockingham,23165
1797,32,324186,1,East Rockingham,23165
1797,32,324187,1,East Rockingham,23165
1797,32,324188,1,East Rockingham,23165
1797,32,324189,1,East Rockingham,23165
1797,32,324190,1,East Rockingham,23165
1797,32,324191,1,East Rockingham,23165
1797,13,324193,1,East Rockingham,23165
1800,32,324194,1,Safety Bay,23166
1800,32,324195,1,Safety Bay,23166
1800,32,324196,1,Safety Bay,23166
1800,32,324197,1,Safety Bay,23166
1800,32,324198,1,Safety Bay,23166
1800,32,324199,1,Safety Bay,23166
1800,32,324200,1,Safety Bay,23166
1800,32,324201,1,Safety Bay,23166
1800,32,324202,1,Safety Bay,23166
1800,32,324203,1,Safety Bay,23166
1800,32,324204,1,Safety Bay,23166
1800,32,324205,1,Safety Bay,23166
1800,32,324206,1,Safety Bay,23166
1800,32,324207,1,Safety Bay,23166
1800,32,324208,1,Safety Bay,23166
1798,32,324310,1,Shoalwater,23171
1798,32,324312,1,Shoalwater,23171
1798,32,324314,1,Shoalwater,23171
1798,32,324469,1,Shoalwater,23180
1798,32,324470,1,Shoalwater,23180
1798,32,324471,1,Shoalwater,23180
1798,32,324472,1,Shoalwater,23180
1798,32,324473,1,Shoalwater,23180
1798,32,324474,1,Shoalwater,23180
1798,32,324475,1,Shoalwater,23180
1798,32,324476,1,Shoalwater,23180
1798,32,324477,1,Shoalwater,23180
1798,32,324478,1,Shoalwater,23180
1798,32,324479,1,Shoalwater,23180
1798,32,324480,1,Shoalwater,23180
1798,32,324481,1,Shoalwater,23180
1798,14,324482,1,Shoalwater,23180
1798,14,324483,1,Shoalwater,23180
1798,14,324484,1,Shoalwater,23180
1798,14,324485,1,Shoalwater,23180
1798,14,324486,1,Shoalwater,23180
1798,14,324487,1,Shoalwater,23180
1798,14,324488,1,Shoalwater,23180
1798,14,324489,1,Shoalwater,23180
1798,14,324490,1,Shoalwater,23180
1798,14,324491,1,Shoalwater,23180
1798,14,324492,1,Shoalwater,23180
1798,14,324493,1,Shoalwater,23180
1798,14,324494,1,Shoalwater,23180
1798,14,324495,1,Shoalwater,23180
1798,14,324496,1,Shoalwater,23180
1798,21,324497,1,Shoalwater,23180
1798,21,324498,1,Shoalwater,23180
1798,21,324499,1,Shoalwater,23180
1798,21,324500,1,Shoalwater,23180
1798,21,324501,1,Shoalwater,23180
1798,21,324502,1,Shoalwater,23180
1798,21,324503,1,Shoalwater,23180
1798,21,324504,1,Shoalwater,23180
1798,21,324505,1,Shoalwater,23180
1798,21,324506,1,Shoalwater,23180
1798,32,324507,1,Shoalwater,23180
1798,32,326430,1,Shoalwater,23180
1798,32,326431,1,Shoalwater,23180
1798,32,326432,1,Shoalwater,23180
1798,32,326433,1,Shoalwater,23180
1800,32,337072,0,Rockingham Stn,24488
1800,32,337073,0,Rockingham Stn,24488
1800,32,337074,0,Rockingham Stn,24488
1800,32,337075,0,Rockingham Stn,24488
1800,32,337076,0,Rockingham Stn,24488
1800,32,337077,0,Rockingham Stn,24488
1800,32,337078,0,Rockingham Stn,24488
1800,32,337079,0,Rockingham Stn,24488
1800,32,337080,0,Rockingham Stn,24488
1800,32,337081,0,Rockingham Stn,24488
1800,32,337082,0,Rockingham Stn,24488
1800,32,337083,0,Rockingham Stn,24488
1800,32,337084,0,Rockingham Stn,24488
1800,32,337085,0,Rockingham Stn,24488
1800,32,337086,0,Rockingham Stn,24488
1800,32,337087,0,Rockingham Stn,24488
1800,32,337088,0,Rockingham Stn,24488
1800,32,337089,0,Rockingham Stn,24488
1800,32,337090,0,Rockingham Stn,24488
1800,32,337091,0,Rockingham Stn,24488
1797,15,337222,1,East Rockingham,24495
1855,32,337652,0,Rockingham Stn,24505
1855,32,337653,0,Rockingham Stn,24505
1855,32,337654,0,Rockingham Stn,24505
1855,32,337655,0,Rockingham Stn,24505
1855,32,337656,0,Rockingham Stn,24505
1855,32,337657,0,Rockingham Stn,24505
1855,32,337658,0,Rockingham Stn,24505
1855,32,337659,0,Rockingham Stn,24505
1855,32,337660,0,Rockingham Stn,24505
1855,32,337661,0,Rockingham Stn,24505
1855,32,337662,0,Rockingham Stn,24505
1855,32,337663,0,Rockingham Stn,24505
1855,14,337664,0,Rockingham Stn,24505
1855,14,337665,0,Rockingham Stn,24505
1855,14,337666,0,Rockingham Stn,24505
1855,14,337667,0,Rockingham Stn,24505
1855,14,337668,0,Rockingham Stn,24505
1855,14,337669,0,Rockingham Stn,24505
1855,14,337670,0,Rockingham Stn,24505
1855,14,337671,0,Rockingham Stn,24505
1855,14,337672,0,Rockingham Stn,24505
1855,14,337673,0,Rockingham Stn,24505
1855,14,337674,0,Rockingham Stn,24505
1855,21,337675,0,Rockingham Stn,24505
1855,21,337676,0,Rockingham Stn,24505
1855,21,337677,0,Rockingham Stn,24505
1855,21,337678,0,Rockingham Stn,24505
1855,21,337679,0,Rockingham Stn,24505
1855,21,337680,0,Rockingham Stn,24505
1855,21,337681,0,Rockingham Stn,24505
1855,21,337682,0,Rockingham Stn,24505
1855,21,337683,0,Rockingham Stn,24505
1855,21,337684,0,Rockingham Stn,24505
1855,32,337685,0,Rockingham Stn,24506
1855,32,337686,0,Rockingham Stn,24506
1855,32,337687,0,Rockingham Stn,24506
1855,32,337688,1,Rockingham General Hospital,24507
1855,32,337689,1,Rockingham General Hospital,24507
1855,32,337690,1,Rockingham General Hospital,24507
1855,32,337691,1,Rockingham General Hospital,24507
1855,32,337692,1,Rockingham General Hospital,24507
1855,32,337693,1,Rockingham General Hospital,24507
1855,32,337694,1,Rockingham General Hospital,24507
1855,32,337695,1,Rockingham General Hospital,24507
1855,32,337696,1,Rockingham General Hospital,24507
1855,32,337697,1,Rockingham General Hospital,24507
1855,32,337698,1,Rockingham General Hospital,24507
1855,32,337699,1,Rockingham General Hospital,24507
1855,32,337700,1,Rockingham General Hospital,24507
1855,32,337701,1,Rockingham General Hospital,24507
1855,14,337702,1,Rockingham General Hospital,24507
1855,14,337703,1,Rockingham General Hospital,24507
1855,14,337704,1,Rockingham General Hospital,24507
1855,14,337705,1,Rockingham General Hospital,24507
1855,14,337706,1,Rockingham General Hospital,24507
1855,14,337707,1,Rockingham General Hospital,24507
1855,14,337708,1,Rockingham General Hospital,24507
1855,14,337709,1,Rockingham General Hospital,24507
1855,14,337710,1,Rockingham General Hospital,24507
1855,14,337711,1,Rockingham General Hospital,24507
1855,14,337712,1,Rockingham General Hospital,24507
1855,21,337713,1,Rockingham General Hospital,24507
1855,21,337714,1,Rockingham General Hospital,24507
1855,21,337715,1,Rockingham General Hospital,24507
1855,21,337716,1,Rockingham General Hospital,24507
1855,21,337717,1,Rockingham General Hospital,24507
1855,21,337718,1,Rockingham General Hospital,24507
1855,21,337719,1,Rockingham General Hospital,24507
1855,21,337720,1,Rockingham General Hospital,24507
1855,21,337721,1,Rockingham General Hospital,24507
1855,21,337722,1,Rockingham General Hospital,24507
1855,32,337723,1,Rockingham General Hospital,24508
1855,32,337724,1,Rockingham General Hospital,24508
1855,32,337725,1,Rockingham General Hospital,24508
1799,32,339255,0,Rockingham Stn,24584
1799,32,339256,0,Rockingham Stn,24584
1799,32,339257,0,Rockingham Stn,24584
1799,32,339258,0,Rockingham Stn,24584
1799,32,339259,0,Rockingham Stn,24584
1799,32,339260,0,Rockingham Stn,24584
1799,32,339261,0,Rockingham Stn,24584
1799,32,339262,0,Rockingham Stn,24584
1799,32,339263,0,Rockingham Stn,24584
1799,32,339264,0,Rockingham Stn,24584
1799,32,339265,0,Rockingham Stn,24584
1799,32,339266,0,Rockingham Stn,24584
1799,32,339267,0,Rockingham Stn,24584
1799,32,339268,0,Rockingham Stn,24584
1799,32,339269,0,Rockingham Stn,24584
1799,32,339270,0,Rockingham Stn,24584
1799,32,339271,0,Rockingham Stn,24584
1799,32,339272,0,Rockingham Stn,24584
1799,32,339273,0,Rockingham Stn,24584
1799,32,339274,0,Rockingham Stn,24584
1799,32,339275,0,Rockingham Stn,24584
1799,32,339276,0,Rockingham Stn,24584
1799,32,339277,0,Rockingham Stn,24584
1799,32,339278,0,Rockingham Stn,24584
1799,14,339279,0,Rockingham Stn,24584
1799,14,339280,0,Rockingham Stn,24584
1799,14,339281,0,Rockingham Stn,24584
1799,14,339282,0,Rockingham Stn,24584
1799,14,339283,0,Rockingham Stn,24584
1799,14,339284,0,Rockingham Stn,24584
1799,14,339285,0,Rockingham Stn,24584
1799,14,339286,0,Rockingham Stn,24584
1799,14,339287,0,Rockingham Stn,24584
1799,14,339288,0,Rockingham Stn,24584
1799,14,339289,0,Rockingham Stn,24584
1799,14,339290,0,Rockingham Stn,24584
1799,14,339291,0,Rockingham Stn,24584
1799,14,339292,0,Rockingham Stn,24584
1799,14,339293,0,Rockingham Stn,24584
1799,21,339294,0,Rockingham Stn,24584
1799,21,339295,0,Rockingham Stn,24584
1799,21,339296,0,Rockingham Stn,24584
1799,21,339297,0,Rockingham Stn,24584
1799,21,339298,0,Rockingham Stn,24584
1799,21,339299,0,Rockingham Stn,24584
1799,21,339300,0,Rockingham Stn,24584
1799,21,339301,0,Rockingham Stn,24584
1799,21,339302,0,Rockingham Stn,24584
1799,21,339303,0,Rockingham Stn,24584
1799,13,339304,0,Rockingham Stn,24584
1799,15,339305,0,Rockingham Stn,24585
1878,21,339839,1,Rockingham Beach,24628
1878,21,339840,1,Rockingham Beach,24628
1878,21,339841,1,Rockingham Beach,24628
1878,21,339842,1,Rockingham Beach,24628
1878,21,339843,1,Rockingham Beach,24628
1878,21,339844,1,Rockingham Beach,24628
1878,21,339845,1,Rockingham Beach,24628
1878,21,339846,1,Rockingham Beach,24628
1878,21,339847,1,Rockingham Beach,24628
1878,21,339848,1,Rockingham Beach,24628
1878,21,339849,1,Rockingham Beach,24628
1878,21,339850,1,Rockingham Beach,24628
1878,21,339851,1,Rockingham Beach,24628
1878,21,339852,1,Rockingham Beach,24628
1878,21,339853,1,Rockingham Beach,24628
1878,21,339854,1,Rockingham Beach,24628
1878,21,339855,1,Rockingham Beach,24628
1878,21,339856,1,Rockingham Beach,24628
1878,21,339857,1,Rockingham Beach,24628
1878,21,339858,1,Rockingham Beach,24628
1878,21,339859,1,Rockingham Beach,24628
1878,21,339860,1,Rockingham Beach,24628
1878,21,339861,1,Rockingham Beach,24628
1878,32,339862,1,Rockingham Beach,24628
1878,32,339863,1,Rockingham Beach,24628
1878,32,339864,1,Rockingham Beach,24628
1878,32,339865,1,Rockingham Beach,24628
1878,32,339866,1,Rockingham Beach,24628
1878,32,339867,1,Rockingham Beach,24628
1878,32,339868,1,Rockingham Beach,24628
1878,32,339869,1,Rockingham Beach,24628
1878,32,339870,1,Rockingham Beach,24628
1878,32,339871,1,Rockingham Beach,24628
1878,32,339872,1,Rockingham Beach,24628
1878,32,339873,1,Rockingham Beach,24628
1878,32,339874,1,Rockingham Beach,24628
1878,32,339875,1,Rockingham Beach,24628
1878,32,339876,1,Rockingham Beach,24628
1878,32,339877,1,Rockingham Beach,24628
1878,32,339878,1,Rockingham Beach,24628
1878,32,339879,1,Rockingham Beach,24628
1878,32,339880,1,Rockingham Beach,24628
1878,32,339881,1,Rockingham Beach,24628
1878,32,339882,1,Rockingham Beach,24628
1878,32,339883,1,Rockingham Beach,24628
1878,32,339884,1,Rockingham Beach,24628
1878,32,339885,1,Rockingham Beach,24628
1878,32,339886,1,Rockingham Beach,24628
1878,32,339887,1,Rockingham Beach,24628
1878,32,339888,1,Rockingham Beach,24628
1878,32,339889,1,Rockingham Beach,24628
1878,32,339890,1,Rockingham Beach,24628
1878,32,339891,1,Rockingham Beach,24628
1878,32,339892,1,Rockingham Beach,24628
1878,32,339893,1,Rockingham Beach,24628
1878,32,339894,1,Rockingham Beach,24628
1878,32,339895,1,Rockingham Beach,24628
1878,32,339896,1,Rockingham Beach,24628
1878,32,339897,1,Rockingham Beach,24628
1878,32,339898,1,Rockingham Beach,24628
1878,32,339899,1,Rockingham Beach,24628
1878,32,339900,1,Rockingham Beach,24628
1878,32,339901,1,Rockingham Beach,24628
1878,32,339902,1,Rockingham Beach,24628
1878,32,339903,1,Rockingham Beach,24628
1878,32,339904,1,Rockingham Beach,24628
1878,32,339905,1,Rockingham Beach,24628
1878,32,339906,1,Rockingham Beach,24628
1878,32,339907,1,Rockingham Beach,24628
1878,32,339908,1,Rockingham Beach,24628
1878,32,339909,1,Rockingham Beach,24628
1878,32,339910,1,Rockingham Beach,24628
1878,32,339911,1,Rockingham Beach,24628
1878,32,339912,1,Rockingham Beach,24628
1878,32,339913,1,Rockingham Beach,24628
1878,32,339914,1,Rockingham Beach,24628
1878,32,339915,1,Rockingham Beach,24628
1878,32,339916,1,Rockingham Beach,24628
1878,14,339917,1,Rockingham Beach,24628
1878,14,339918,1,Rockingham Beach,24628
1878,14,339919,1,Rockingham Beach,24628
1878,14,339920,1,Rockingham Beach,24628
1878,14,339921,1,Rockingham Beach,24628
1878,14,339922,1,Rockingham Beach,24628
1878,14,339923,1,Rockingham Beach,24628
1878,14,339924,1,Rockingham Beach,24628
1878,14,339925,1,Rockingham Beach,24628
1878,14,339926,1,Rockingham Beach,24628
1878,14,339927,1,Rockingham Beach,24628
1878,14,339928,1,Rockingham Beach,24628
1878,14,339929,1,Rockingham Beach,24628
1878,14,339930,1,Rockingham Beach,24628
1878,14,339931,1,Rockingham Beach,24628
1878,14,339932,1,Rockingham Beach,24628
1878,14,339933,1,Rockingham Beach,24628
1878,14,339934,1,Rockingham Beach,24628
1878,14,339935,1,Rockingham Beach,24628
1878,14,339936,1,Rockingham Beach,24628
1878,14,339937,1,Rockingham Beach,24628
1878,14,339938,1,Rockingham Beach,24628
1878,14,339939,1,Rockingham Beach,24628
1878,14,339940,1,Rockingham Beach,24628
1878,14,339941,1,Rockingham Beach,24628
1878,14,339942,1,Rockingham Beach,24628
1878,14,339943,1,Rockingham Beach,24628
1878,14,339944,1,Rockingham Beach,24628
1878,14,339945,1,Rockingham Beach,24628
1878,14,339946,1,Rockingham Beach,24628
1878,14,339947,1,Rockingham Beach,24628
1878,14,339948,1,Rockingham Beach,24628
1878,14,339949,1,Rockingham Beach,24628
1878,14,339950,1,Rockingham Beach,24628
1878,14,339951,1,Rockingham Beach,24628
1878,14,339952,1,Rockingham Beach,24628
1878,14,339953,1,Rockingham Beach,24628
1878,14,339954,1,Rockingham Beach,24628
1878,14,339955,1,Rockingham Beach,24628
1878,14,339956,1,Rockingham Beach,24628
1878,14,339957,1,Rockingham Beach,24628
1878,14,339958,1,Rockingham Beach,24628
1878,14,339959,1,Rockingham Beach,24628
1878,14,339960,1,Rockingham Beach,24628
1878,14,339961,1,Rockingham Beach,24628
1878,14,339962,1,Rockingham Beach,24628
1878,14,339963,1,Rockingham Beach,24628
1878,14,339964,1,Rockingham Beach,24628
1878,14,339965,1,Rockingham Beach,24628
1878,14,339966,1,Rockingham Beach,24628
1878,21,339967,1,Rockingham Beach,24628
1878,21,339968,1,Rockingham Beach,24628
1878,21,339969,1,Rockingham Beach,24628
1878,21,339970,1,Rockingham Beach,24628
1878,21,339971,1,Rockingham Beach,24628
1878,21,339972,1,Rockingham Beach,24628
1878,21,339973,1,Rockingham Beach,24628
1878,21,339974,1,Rockingham Beach,24628
1878,21,339975,1,Rockingham Beach,24628
1878,21,339976,1,Rockingham Beach,24628
1878,21,339977,1,Rockingham Beach,24628
1878,21,339978,1,Rockingham Beach,24628
1878,21,339979,1,Rockingham Beach,24628
1878,21,339980,1,Rockingham Beach,24628
1878,21,339981,1,Rockingham Beach,24628
1878,21,339982,1,Rockingham Beach,24628
1878,21,339983,1,Rockingham Beach,24628
1878,21,339984,1,Rockingham Beach,24628
1878,21,339985,1,Rockingham Beach,24628
1878,21,339986,1,Rockingham Beach,24628
1878,21,339987,1,Rockingham Beach,24628
1878,21,339988,1,Rockingham Beach,24628
1878,32,339997,0,Rockingham Stn,24630
1878,32,339998,0,Rockingham Stn,24630
1878,32,339999,0,Rockingham Stn,24630
1878,32,340000,0,Rockingham Stn,24630
1878,32,340001,0,Rockingham Stn,24630
1878,32,340002,0,Rockingham Stn,24630
1878,32,340003,0,Rockingham Stn,24630
1878,32,340004,0,Rockingham Stn,24630
1878,32,340005,0,Rockingham Stn,24630
1878,32,340006,0,Rockingham Stn,24630
1878,32,340007,0,Rockingham Stn,24630
1878,32,340008,0,Rockingham Stn,24630
1878,32,340009,0,Rockingham Stn,24630
1878,32,340010,0,Rockingham Stn,24630
1878,32,340011,0,Rockingham Stn,24630
1878,32,340012,0,Rockingham Stn,24630
1878,32,340013,0,Rockingham Stn,24630
1878,32,340014,0,Rockingham Stn,24630
1878,32,340015,0,Rockingham Stn,24630
1878,32,340016,0,Rockingham Stn,24630
1878,32,340017,0,Rockingham Stn,24630
1878,32,340018,0,Rockingham Stn,24630
1878,32,340019,0,Rockingham Stn,24630
1878,32,340020,0,Rockingham Stn,24630
1878,32,340021,0,Rockingham Stn,24630
1878,32,340022,0,Rockingham Stn,24630
1878,32,340023,0,Rockingham Stn,24630
1878,32,340024,0,Rockingham Stn,24630
1878,32,340025,0,Rockingham Stn,24630
1878,32,340026,0,Rockingham Stn,24630
1878,32,340027,0,Rockingham Stn,24630
1878,32,340028,0,Rockingham Stn,24630
1878,32,340029,0,Rockingham Stn,24630
1878,32,340030,0,Rockingham Stn,24630
1878,32,340031,0,Rockingham Stn,24630
1878,32,340032,0,Rockingham Stn,24630
1878,32,340033,0,Rockingham Stn,24630
1878,32,340034,0,Rockingham Stn,24630
1878,32,340035,0,Rockingham Stn,24630
1878,32,340036,0,Rockingham Stn,24630
1878,32,340037,0,Rockingham Stn,24630
1878,32,340038,0,Rockingham Stn,24630
1878,32,340039,0,Rockingham Stn,24630
1878,32,340040,0,Rockingham Stn,24630
1878,32,340041,0,Rockingham Stn,24630
1878,32,340042,0,Rockingham Stn,24630
1878,32,340043,0,Rockingham Stn,24630
1878,32,340044,0,Rockingham Stn,24630
1878,32,340045,0,Rockingham Stn,24630
1878,32,340046,0,Rockingham Stn,24630
1878,32,340047,0,Rockingham Stn,24630
1878,32,340048,0,Rockingham Stn,24630
1878,32,340049,0,Rockingham Stn,24630
1878,32,340050,0,Rockingham Stn,24630
1878,32,340051,0,Rockingham Stn,24630
1878,14,340052,0,Rockingham Stn,24630
1878,14,340053,0,Rockingham Stn,24630
1878,14,340054,0,Rockingham Stn,24630
1878,14,340055,0,Rockingham Stn,24630
1878,14,340056,0,Rockingham Stn,24630
1878,14,340057,0,Rockingham Stn,24630
1878,14,340058,0,Rockingham Stn,24630
1878,14,340059,0,Rockingham Stn,24630
1878,14,340060,0,Rockingham Stn,24630
1878,14,340061,0,Rockingham Stn,24630
1878,14,340062,0,Rockingham Stn,24630
1878,14,340063,0,Rockingham Stn,24630
1878,14,340064,0,Rockingham Stn,24630
1878,14,340065,0,Rockingham Stn,24630
1878,14,340066,0,Rockingham Stn,24630
1878,14,340067,0,Rockingham Stn,24630
1878,14,340068,0,Rockingham Stn,24630
1878,14,340069,0,Rockingham Stn,24630
1878,14,340070,0,Rockingham Stn,24630
1878,14,340071,0,Rockingham Stn,24630
1878,14,340072,0,Rockingham Stn,24630
1878,14,340073,0,Rockingham Stn,24630
1878,14,340074,0,Rockingham Stn,24630
1878,14,340075,0,Rockingham Stn,24630
1878,14,340076,0,Rockingham Stn,24630
1878,14,340077,0,Rockingham Stn,24630
1878,14,340078,0,Rockingham Stn,24630
1878,14,340079,0,Rockingham Stn,24630
1878,14,340080,0,Rockingham Stn,24630
1878,14,340081,0,Rockingham Stn,24630
1878,14,340082,0,Rockingham Stn,24630
1878,14,340083,0,Rockingham Stn,24630
1878,14,340084,0,Rockingham Stn,24630
1878,14,340085,0,Rockingham Stn,24630
1878,14,340086,0,Rockingham Stn,24630
1878,14,340087,0,Rockingham Stn,24630
1878,14,340088,0,Rockingham Stn,24630
1878,14,340089,0,Rockingham Stn,24630
1878,14,340090,0,Rockingham Stn,24630
1878,14,340091,0,Rockingham Stn,24630
1878,14,340092,0,Rockingham Stn,24630
1878,14,340093,0,Rockingham Stn,24630
1878,14,340094,0,Rockingham Stn,24630
1878,14,340095,0,Rockingham Stn,24630
1878,14,340096,0,Rockingham Stn,24630
1878,14,340097,0,Rockingham Stn,24630
1878,14,340098,0,Rockingham Stn,24630
1878,14,340099,0,Rockingham Stn,24630
1878,14,340100,0,Rockingham Stn,24630
1878,14,340101,0,Rockingham Stn,24630
1878,21,340102,0,Rockingham Stn,24630
1878,21,340103,0,Rockingham Stn,24630
1878,21,340104,0,Rockingham Stn,24630
1878,21,340105,0,Rockingham Stn,24630
1878,21,340106,0,Rockingham Stn,24630
1878,21,340107,0,Rockingham Stn,24630
1878,21,340108,0,Rockingham Stn,24630
1878,21,340109,0,Rockingham Stn,24630
1878,21,340110,0,Rockingham Stn,24630
1878,21,340111,0,Rockingham Stn,24630
1878,21,340112,0,Rockingham Stn,24630
1878,21,340113,0,Rockingham Stn,24630
1878,21,340114,0,Rockingham Stn,24630
1878,21,340115,0,Rockingham Stn,24630
1878,21,340116,0,Rockingham Stn,24630
1878,21,340117,0,Rockingham Stn,24630
1878,21,340118,0,Rockingham Stn,24630
1878,21,340119,0,Rockingham Stn,24630
1878,21,340120,0,Rockingham Stn,24630
1878,21,340121,0,Rockingham Stn,24630
1878,21,340122,0,Rockingham Stn,24630
1878,21,340123,0,Rockingham Stn,24630
1878,21,340124,0,Rockingham Stn,24630
1878,21,340125,0,Rockingham Stn,24630
1878,21,340126,0,Rockingham Stn,24630
1878,21,340127,0,Rockingham Stn,24630
1878,21,340128,0,Rockingham Stn,24630
1878,21,340129,0,Rockingham Stn,24630
1878,21,340130,0,Rockingham Stn,24630
1878,21,340131,0,Rockingham Stn,24630
1878,21,340132,0,Rockingham Stn,24630
1878,21,340133,0,Rockingham Stn,24630
1878,21,340134,0,Rockingham Stn,24630
1878,21,340135,0,Rockingham Stn,24630
1878,21,340136,0,Rockingham Stn,24630
1878,21,340137,0,Rockingham Stn,24630
1878,21,340138,0,Rockingham Stn,24630
1878,21,340139,0,Rockingham Stn,24630
1878,21,340140,0,Rockingham Stn,24630
1878,21,340141,0,Rockingham Stn,24630
1878,21,340142,0,Rockingham Stn,24630
1878,21,340143,0,Rockingham Stn,24630
1878,21,340144,0,Rockingham Stn,24630
1878,21,340145,0,Rockingham Stn,24630
1878,21,340146,0,Rockingham Stn,24630
1809,32,437349,1,Coodanup,30358
1809,32,437350,1,Coodanup,30358
1809,32,437351,1,Coodanup,30358
1809,32,437352,1,Coodanup,30358
1809,32,437353,1,Coodanup,30358
1809,32,437354,1,Coodanup,30358
1809,32,437355,1,Coodanup,30358
1809,32,437356,1,Coodanup,30358
1809,32,437357,1,Coodanup,30358
1809,32,437358,1,Coodanup,30358
1809,14,437359,1,Coodanup,30358
1809,14,437360,1,Coodanup,30358
1809,14,437361,1,Coodanup,30358
1809,14,437362,1,Coodanup,30358
1809,32,437363,1,Coodanup,30358
1809,13,437364,1,Coodanup,30358
1809,32,437365,1,Coodanup,30358
1809,32,437366,1,Coodanup,30358
1809,32,437367,1,Coodanup,30358
1809,15,437368,1,Coodanup,30359
1809,32,437369,1,Coodanup,30360
1809,32,437370,1,Coodanup,30360
1809,32,437371,1,Coodanup,30360
1809,14,437372,1,Coodanup,30360
1809,14,437373,1,Coodanup,30360
2504,15,465497,0,Glendalough Stn,31954
2443,14,478380,1,Kingsway City Shop Ctr,32986
2443,14,478381,1,Kingsway City Shop Ctr,32986
2443,14,478382,1,Kingsway City Shop Ctr,32986
2443,32,478383,1,Kingsway City Shop Ctr,32986
2443,32,478384,1,Kingsway City Shop Ctr,32986
2443,32,478385,1,Kingsway City Shop Ctr,32986
2443,32,478386,1,Kingsway City Shop Ctr,32986
2443,32,478387,1,Kingsway City Shop Ctr,32986
2443,32,478388,1,Kingsway City Shop Ctr,32986
2443,32,478389,1,Kingsway City Shop Ctr,32986
2443,32,478390,1,Kingsway City Shop Ctr,32986
2443,32,478391,1,Kingsway City Shop Ctr,32986
2443,32,478392,1,Kingsway City Shop Ctr,32986
2443,32,478393,1,Kingsway City Shop Ctr,32986
2443,32,478394,1,Kingsway City Shop Ctr,32986
2443,21,478395,1,Kingsway City Shop Ctr,32986
2443,21,478396,1,Kingsway City Shop Ctr,32986
2443,21,478397,1,Kingsway City Shop Ctr,32986
2443,21,478398,1,Kingsway City Shop Ctr,32986
2443,21,478399,1,Kingsway City Shop Ctr,32986
2443,21,478400,1,Kingsway City Shop Ctr,32986
2443,21,478401,1,Kingsway City Shop Ctr,32986
2443,21,478402,1,Kingsway City Shop Ctr,32986
2443,21,478403,1,Kingsway City Shop Ctr,32986
2443,21,478404,1,Kingsway City Shop Ctr,32986
2443,21,478405,1,Kingsway City Shop Ctr,32986
2443,32,478406,1,Kingsway City Shop Ctr,32986
2443,32,478407,1,Kingsway City Shop Ctr,32986
2443,32,478408,1,Kingsway City Shop Ctr,32986
2443,32,478409,1,Kingsway City Shop Ctr,32986
2443,32,478410,1,Kingsway City Shop Ctr,32986
2443,32,478411,1,Kingsway City Shop Ctr,32986
2443,32,478412,1,Kingsway City Shop Ctr,32986
2443,32,478413,1,Kingsway City Shop Ctr,32986
2443,32,478414,1,Kingsway City Shop Ctr,32986
2443,32,478415,1,Kingsway City Shop Ctr,32986
2443,32,478416,1,Kingsway City Shop Ctr,32986
2443,32,478417,1,Kingsway City Shop Ctr,32986
2443,14,478418,1,Kingsway City Shop Ctr,32986
2443,32,478419,1,Kingsway City Shop Ctr,32986
2443,32,478420,1,Kingsway City Shop Ctr,32986
2443,32,478421,1,Kingsway City Shop Ctr,32986
2443,32,478422,1,Kingsway City Shop Ctr,32986
2443,32,478423,1,Kingsway City Shop Ctr,32986
2443,32,478424,1,Kingsway City Shop Ctr,32986
2443,32,478425,1,Kingsway City Shop Ctr,32986
2443,32,478426,1,Kingsway City Shop Ctr,32986
2443,32,478427,1,Kingsway City Shop Ctr,32986
2443,32,478428,1,Kingsway City Shop Ctr,32986
2443,14,478429,1,Kingsway City Shop Ctr,32986
2443,14,478430,1,Kingsway City Shop Ctr,32986
2443,14,478431,1,Kingsway City Shop Ctr,32986
2443,14,478432,1,Kingsway City Shop Ctr,32986
2443,14,478433,1,Kingsway City Shop Ctr,32986
2443,32,478483,1,Kingsway City Shop Ctr,32988
2443,32,478484,1,Kingsway City Shop Ctr,32988
2443,14,478485,1,Kingsway City Shop Ctr,32988
2443,14,478486,1,Kingsway City Shop Ctr,32988
2443,32,478487,1,Kingsway City Shop Ctr,32988
2443,32,478488,0,Mirrabooka Bus Stn,32989
2443,32,478489,0,Mirrabooka Bus Stn,32989
2443,32,478490,0,Mirrabooka Bus Stn,32989
